,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
239,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1127.001,MSBuild,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on common command line arguments for msbuild.exe which is used by adversaries to execute code through a trusted Windows utility.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/mixed_other/security/possible_msbuild_abuse__via_cmdline.yaral",,06/28/2022,06/28/2022
240,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1127,Trusted Developer Utilities Proxy Execution,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on common command line arguments used by adversaries to proxy execution of code through trusted utilities.

This technique was scored as minimal based on low or uncertain detection coverage factor.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_certutil_command.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/detection_of_winrs_usage.yaral",,06/28/2022,06/28/2022
241,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1190,Exploit Public-Facing Application,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on suspicious behavior, such as exploitation attempts against web servers and/or applications (e.g., F5 BIG-IP CVE 2020-5902).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/big_ip/possible_f5_big_ip_tmui_attack_cve_2020_5902_part_1.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/big_ip/possible_f5_big_ip_tmui_attack_cve_2020_5902_part_2.yaral",,06/28/2022,06/28/2022
242,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1068,Exploitation for Privilege Escalation,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alert based on suspicious command line behavior that could indicate remote code exploitation attempts (e.g., detect exploits using child processes spawned by Windows DNS processes).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/process_creation/cve_2020_1350_dns_remote_code_exploit__sigred___via_cmdline.yaral",,06/28/2022,06/28/2022
243,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1036,Masquerading,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on Windows starting uncommon processes  (e.g., Detects Winword starting uncommon sub process MicroScMgmt.exe used for CVE-2015-1641).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/process_creation/exploit_for_cve_2015_1641.yaral",,06/28/2022,06/28/2022
244,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1055,Process Injection,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle can trigger an alert based on suspicious running processes that could be used to evade defenses and escalate privileges. (e.g., directory traversal attempts via attachment downloads).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/mavinject_process_injection.yaral",,06/28/2022,06/28/2022
245,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1210,Exploitation of Remote Services,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on suspicious system events IDs (e.g., anonymous users changing machine passwords). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/security/anonymous_user_changed_machine_password.yaral",,06/28/2022,06/28/2022
246,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1037.003,Network Logon Script,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on suspicious connections (e.g., Netlogon connections).

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/system/vulnerable_netlogon_secure_channel_connection_allowed.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/logon_scripts__userinitmprlogonscript.yaral",,06/28/2022,06/28/2022
247,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1212,Exploitation for Credential Access,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers alerts based on credential exploit attempts (e.g., read /dev/cmdb/sslvpn_websession file, this file contains login and passwords in (clear-text)).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/webserver/cve_2018_13379_fortigate_ssl_vpn_arbitrary_file_reading.yaral",,06/28/2022,06/28/2022
248,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1505.003,Web Shell,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on webshell connections which are used to establish persistent access to a compromised machine [backdoor]. 

For example: Detect webshell dropped into a keystore folder on the WebLogic server (`.*/config/keystore/.*\.js.*).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/webserver/oracle_weblogic_exploit.yaral",,06/28/2022,06/28/2022
249,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1059.007,JavaScript,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on webshell connections which are used to establish persistent access to a compromised machine [backdoor]. (e.g., `.*/config/keystore/.*\.js.*).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/webserver/oracle_weblogic_exploit.yaral",,06/28/2022,06/28/2022
250,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1560,Archive Collected Data,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle triggers an alert based on adversary indicators of compromise seen when encrypting or compressing data before exfiltration.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation



",,06/28/2022,06/28/2022
251,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1203,Exploitation for Client Execution,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on Antivirus notifications that report an exploitation framework (e.g., Metapreter, Metasploit, Powersploit).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_service_creation_by_metasploit_on_victim_machine.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/proxy/exploit_framework_user_agent.yaral",,06/28/2022,06/28/2022
252,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1132,Data Encoding,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on known indicators used by the adversary, such as data encoding techniques.

This technique was scored as minimal based on low or uncertain detection coverage factor.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/ioc_sigma/windows/powershell_encoded_command__sysmon.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/emotet_process_creation.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_powershell_parameter_substring.yaral",,06/28/2022,06/28/2022
253,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1132.001,Standard Encoding,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on known indicators used by the adversary, such as data encoding techniques for commands &/or C&C traffic.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_powershell_parameter_substring.yaral",,06/28/2022,06/28/2022
254,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1195.002,Compromise Software Supply Chain,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on unusual file write events by 3rd party software (e.g., SolarWinds executable "".*\\solarwinds\.businesslayerhost\.exe"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/file_event/unusual_solarwinds_file_creation__via_filewrite.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/security/unusual_solarwinds_child_process__via_cmdline.yaral",,06/28/2022,06/28/2022
255,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1195,Supply Chain Compromise,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alerts based on unusual file write events by 3rd party software, specifically SolarWinds executable.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/file_event/unusual_solarwinds_file_creation__via_filewrite.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/suspicious/unusual_location_svchost_write.yaral",,06/28/2022,06/28/2022
256,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1072,Software Deployment Tools,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alerts based off suspicious activity on a Linux host that could indicate a bind or reverse shell with Netcat tool.  Note: This rule requires installation of auditbeat on the host machine to properly function. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/linux/possible_bind_or_reverse_shell_via_netcat__auditbeat_for_linux.yaral",,06/28/2022,06/28/2022
257,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1546.007,Netsh Helper DLL,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to generate alerts based off suspicious events, for example: execution of arbitrary code triggered by Netsh Helper DLLs (Netshell (Netsh.exe)).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_configuration_discovery__sysmon_windows_logs.yaral",,06/28/2022,06/28/2022
258,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1505,Server Software Component,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alerts based off suspicious events and command line arguments that could indicate an adversary tampering with system components.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/detection_of_com_hijacking.yaral",,06/28/2022,06/28/2022
259,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1574.007,Path Interception by PATH Environment Variable,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alerts based on suspicious system processes that could indicate hijacking via malicious payloads (e.g., Windows Unquoted Search Path explotation """"C:\\InventoryWebServer.exe"""").

This technique was scored as minimal based on low or uncertain detection coverage factor.",,06/28/2022,06/28/2022
260,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1574,Hijack Execution Flow,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger alerts based on suspicious system processes that could indicate hijacking via malicious payloads.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/antivirus/detects_powershell_attack__via_av_ids.yaral",,06/28/2022,06/28/2022
261,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1087.004,Cloud Account,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off command line arguments and suspicious system processes that could indicate adversary's account discovery techniques (e.g., ""net user /domain"", ""C:\\Windows\\System32\\net.exe"", ""C:\\Windows\\System32\\query.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/account_discovery_activity_detector__sysmon_behavior.yaral",,06/28/2022,06/28/2022
262,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1087,Account Discovery,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off command line arguments and suspicious system processes that could indicate adversary's account discovery techniques.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/account_discovery_activity_detector__sysmon_behavior.yaral",,06/28/2022,06/28/2022
263,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1070.004,File Deletion,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off system processes that indicate when backup catalogs are deleted from a windows machine. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/backup_catalog_deleted.yaral",,06/28/2022,06/28/2022
264,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1020,Automated Exfiltration,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious sytem processes, such as using bitsadmin to automatically exfiltrate data from Windows machines (e.g., "".*\\bitsadmin\.exe"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/main/soc_prime_rules/threat_hunting/windows/data_exfiltration_attempt_via_bitsadmin.yaral",,06/28/2022,06/28/2022
265,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1041,Exfiltration Over C2 Channel,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious system processes or command-line arguments that could indicate exfiltration of data over the C2 channel.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/possible_data_exfiltration_via_smtp.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/data_exfiltration_attempt_via_bitsadmin.yaral

",,06/28/2022,06/28/2022
266,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1011,Exfiltration Over Other Network Medium,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious system processes or command-line arguments that could indicate exfiltration of data over other network mediums.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/main/suspicious

",,06/28/2022,06/28/2022
267,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1027,Obfuscated Files or Information,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious command line arguments or processes that indicate obfuscation techniques to evade cyber defenses. For example, when cmd.exe has been obfuscated.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_cmd_exe_obfuscation.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/ursnif_trojan_detection__cmd_obfuscation.yaral",,06/28/2022,06/28/2022
268,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1484,Domain Policy Modification,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious system events, such as modifications to Windows password policies (event ID 643 or 4739). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_windows_password_policy_changes.yaral",,06/28/2022,06/28/2022
269,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1136,Create Account,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger based on suspicious system event logs, such as newly created local user accounts on Windows machines.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detects_local_user_creation.yaral",,06/28/2022,06/28/2022
270,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1543.003,Windows Service,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on system process modifications to existing Windows services which could indicate a malicious payload (e.g., ""C:\\Windows\\System32\\sc.exe"", ""C:\\Windows\\System32\\cmd.exe""). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/underminer_exploit_kit_delivers_malware.yaral",,06/28/2022,06/28/2022
271,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1070.006,Timestomp,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off modifications to file time attributes to hide changes to existing files on Windows machines.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/file_creation_time_changed_via_powershell.yaral",,06/28/2022,06/28/2022
272,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1003.001,LSASS Memory,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to detect suspicious command-line process attempted to escalate privileges. For example: access credential material stored in the procecss memory of the Local Security Authority Subsystem Service (LSASS) on Windows machines (e.g., lsass\.exe). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/main/soc_prime_rules/threat_hunting/windows",,06/28/2022,06/28/2022
273,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1137.001,Office Template Macros,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious  system processes, for example: detects Windows command line executable started from Microsoft's Word or Excel (e.g.., "".*\\WINWORD\.EXE"", "".*\\EXCEL\.EXE""). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/office_macro_starts_cmd.yaral",,06/28/2022,06/28/2022
274,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1137,Office Application Startup,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off suspicious  system processes, for example: command line executable started from Microsoft's Office-based applications.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/office_starup_folder_persistance.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/office_applications_suspicious_process_activity.yaral",,06/28/2022,06/28/2022
275,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1057,Process Discovery,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about running processes on Windows machines (e.g., ""tasklist.exe"", ""Get-Process.*"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_process_enumeration__sysmon_windows_logs.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/fake_zoom_installer_exe__devil_shadow_botnet.yaral",,06/28/2022,06/28/2022
276,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1016,System Network Configuration Discovery,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off processes and command-line arguments that may indicate adversary reconnaissance and information discovery techniques for network configuration settings (e.g., ""net config"", ""ipconfig.exe"", ""nbtstat.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_configuration_discovery__sysmon_windows_logs.yaral",,06/28/2022,06/28/2022
277,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1049,System Network Connections Discovery,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about network connections (e.g., ""net config"", ""net use"", ""net file"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_connections_discovery__sysmon_windows_logs.yaral",,06/28/2022,06/28/2022
278,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1033,System Owner/User Discovery,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about system users (e.g., primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_owner_user_discovery__sysmon_windows_logs.yaral",,06/28/2022,06/28/2022
279,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1588.002,Tool,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alerts based off command-line arguments and suspicious system process that could indicate a tool being used for malicious purposes on Windows machines. For example: PsExec is a free Microsoft tool that can be used to execute a program on another computer.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_psexec_execution.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/ioc_sigma/sysmon/psexec_detector.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/psexec_service_start.yaral",,06/28/2022,06/28/2022
280,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1588,Obtain Capabilities,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alerts based off suspicious system processes, such as binaries in use on Windows machines. For example: PsExec is a free Microsoft tool that can be used to escalate privileges from administrator to SYSTEM with the -s argument, download files over a network share, and remotely create accounts.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_psexec_execution.yaral",,06/28/2022,06/28/2022
281,gcp,06/28/2022,Chronicle,chronicle,Chronicle,technique_scores,T1070.001,Clear Windows Event Logs,10.0,enterprise,detect,minimal,,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","Chronicle is able to trigger an alert based on suspicious system events used to evade defenses, such as deletion of Windows security event logs. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/main/gcp_cloudaudit/gcp_log_deletion.yaral",,06/28/2022,06/28/2022
